year,age,status,income,total_income,kommune
2017,10,utdanning,,,0616
2017,18,utdanning,,,1923
2017,27,sysselsatt,864313,864313,0101
2017,31,sysselsatt,593630,593630,2024
2017,0,utdanning,,,0935
2017,64,ufor,20151,335225,1017
2017,21,arbeidsledig,,401225,0926
2017,22,sysselsatt,360894,360894,5044
2017,35,sysselsatt,265292,265292,1001
2017,12,utdanning,,,0235
2017,41,sysselsatt,478514,478514,1001
2017,37,sysselsatt,1397615,1397615,1868
2017,40,sysselsatt,1442846,1442846,0301
2017,35,sysselsatt,939728,939728,1201
2017,39,sysselsatt,249485,249485,0940
2017,28,sysselsatt,554871,554871,0124
2017,22,sysselsatt,550227,550227,5001
2017,-8,utdanning,,,
2017,12,utdanning,,,1201
2017,21,arbeidsledig,,,1201
2017,45,ufor,24752,319607,0106
2017,59,sysselsatt,570631,570631,1201
2017,-1,utdanning,,,
2017,35,sysselsatt,543067,543067,1419
2017,29,sysselsatt,276722,276722,1001
2017,39,sysselsatt,384446,384446,0704
2017,41,sysselsatt,300007,300007,1805
2017,43,sysselsatt,916008,916008,1201
2017,30,sysselsatt,780912,780912,0833
2017,8,utdanning,,,0418
2017,39,sysselsatt,804364,804364,1102
2017,36,sysselsatt,489135,489135,1201
2017,42,sysselsatt,580962,580962,0831
2017,15,utdanning,,,0301
2017,39,ufor,19246,258922,5001
2017,28,sysselsatt,996669,996669,0412
2017,36,sysselsatt,513102,513102,0233
2017,23,sysselsatt,772885,772885,0220
2017,57,sysselsatt,1152994,1152994,1219
2017,31,sysselsatt,408047,408047,1411
2017,41,arbeidsledig,141450,518207,0105
2017,16,utdanning,,,1940
2017,14,utdanning,,,0301
2017,46,sysselsatt,297098,297098,1103
2017,13,utdanning,72367,72367,0904
2017,30,sysselsatt,915192,915192,1103
2017,47,sysselsatt,542649,542649,5001
2017,-7,utdanning,,,
2017,7,utdanning,,,0219
2017,62,sysselsatt,367771,367771,1426
2017,11,utdanning,,,0704
2017,53,arbeidsledig,232317,1120890,1804
2017,20,utdanning,56558,56558,0301
2017,14,utdanning,,,5054
2017,52,sysselsatt,988531,988531,0230
2017,15,utdanning,,,0226
2017,33,sysselsatt,530999,530999,0226
2017,53,sysselsatt,641837,641837,0219
2017,38,sysselsatt,758808,758808,0219
2017,47,sysselsatt,808394,808394,1545
2017,46,sysselsatt,496899,496899,0219
2017,6,utdanning,,,0301
2017,31,sysselsatt,504291,504291,0712
2017,40,sysselsatt,453565,453565,0533
2017,23,sysselsatt,1566080,1566080,0301
2017,48,arbeidsledig,144710,593774,1504
2017,20,utdanning,138053,138053,0704
2017,52,sysselsatt,3818663,3818663,0226
2017,4,utdanning,,,1924
2017,11,utdanning,,,1119
2017,30,sysselsatt,519640,519640,5045
2017,3,utdanning,,,0219
2017,20,utdanning,,,1504
2017,54,sysselsatt,619355,619355,5014
2017,45,ufor,45688,589044,1201
2017,53,arbeidsledig,520898,1081014,5014
2017,50,arbeidsledig,163277,968656,0618
2017,71,pensjonist,,357954,0235
2017,27,sysselsatt,362365,362365,0301
2017,28,sysselsatt,458603,458603,5001
2017,44,sysselsatt,541521,541521,0919
2017,47,sysselsatt,1117067,1117067,1925
2017,22,sysselsatt,,,0233
2017,2,utdanning,,,0213
2017,50,sysselsatt,1297638,1297638,0101
2017,51,sysselsatt,835130,835130,1504
2017,28,sysselsatt,414541,414541,5001
2017,20,utdanning,,,0940
2017,46,sysselsatt,1018143,1018143,0626
2017,37,sysselsatt,557858,557858,1504
2017,10,utdanning,,,0602
2017,48,sysselsatt,1548340,1548340,1235
2017,56,sysselsatt,1015580,1015580,1201
2017,86,pensjonist,,,1870
2017,11,utdanning,,,1102
2017,40,sysselsatt,1292224,1292224,1120
2017,46,sysselsatt,754377,754377,0230
2017,46,sysselsatt,633815,633815,0828
2017,77,pensjonist,,,0301
2017,-1,utdanning,,,
2017,39,sysselsatt,545134,545134,0604
2017,-1,utdanning,,,
2017,-8,utdanning,,,
2017,53,sysselsatt,1090312,1090312,0219
2017,-7,utdanning,,,
2017,53,ufor,68178,567609,1902
2017,68,pensjonist,,334525,0220
2017,20,utdanning,,,1504
2017,30,sysselsatt,527130,527130,1902
2017,16,utdanning,,,0828
2017,-8,utdanning,,,
2017,22,sysselsatt,443241,443241,5016
2017,7,utdanning,,,2024
2017,28,sysselsatt,690047,690047,1101
2017,13,utdanning,,,1216
2017,27,sysselsatt,298394,298394,5001
2017,19,utdanning,,,1913
2017,-8,utdanning,,,
2017,33,sysselsatt,1111053,1111053,1805
2017,79,pensjonist,,,0605
2017,40,sysselsatt,495061,495061,0219
2017,36,sysselsatt,874600,874600,0704
2017,63,sysselsatt,397234,397234,0710
2017,58,sysselsatt,385331,385331,0403
2017,-8,utdanning,,,
2017,40,sysselsatt,825641,825641,0906
2017,-1,utdanning,,,
2017,65,sysselsatt,556752,556752,0230
2017,29,sysselsatt,1471336,1471336,2030
2017,41,sysselsatt,680553,680553,1103
2017,19,utdanning,,,5001
2017,36,sysselsatt,498466,498466,0437
2017,21,sysselsatt,886479,886479,5051
2017,46,sysselsatt,595524,595524,1027
2017,76,pensjonist,,,5032
2017,39,sysselsatt,1094021,1094021,1235
2017,37,sysselsatt,212402,212402,2004
2017,39,sysselsatt,240752,240752,0403
2017,42,sysselsatt,634188,634188,0544
2017,21,sysselsatt,1204651,1204651,5001
2017,56,sysselsatt,1684379,1684379,1928
2017,85,pensjonist,,,1903
2017,26,sysselsatt,772538,772538,1804
2017,56,sysselsatt,1462605,1462605,1850
2017,55,sysselsatt,539196,539196,0631
2017,-4,utdanning,,,
2017,15,utdanning,195772,195772,1523
2017,13,utdanning,,,0233
2017,44,sysselsatt,477922,477922,1102
2017,9,utdanning,,,0219
2017,41,sysselsatt,498187,498187,0542
2017,38,sysselsatt,467869,467869,1201
2017,43,sysselsatt,227739,227739,0219
2017,22,sysselsatt,329782,329782,0612
2017,6,utdanning,,,0226
2017,40,sysselsatt,488751,488751,0906
2017,36,sysselsatt,296000,296000,1103
2017,4,utdanning,,,1438
2017,46,sysselsatt,632267,632267,0602
2017,4,utdanning,,,5001
2017,35,sysselsatt,1224147,1224147,5005
2017,11,utdanning,,,0231
2017,40,ufor,24608,267849,1504
2017,20,sysselsatt,348208,348208,5053
2017,88,pensjonist,,,1547
2017,50,arbeidsledig,190463,524635,0819
2017,11,utdanning,,,1211
2017,75,pensjonist,,,5001
2017,44,sysselsatt,660625,660625,1576
2017,21,sysselsatt,393239,393239,0219
2017,25,sysselsatt,278688,278688,0712
2017,53,ufor,32282,949418,0911
2017,-8,utdanning,,,
2017,34,sysselsatt,493718,493718,0805
2017,16,utdanning,,,0226
2017,24,sysselsatt,544056,544056,1102
2017,54,arbeidsledig,127071,513279,0710
2017,18,utdanning,,,0238
2017,28,arbeidsledig,49556,170230,0136
2017,0,utdanning,,,1504
2017,54,ufor,163030,1577184,0519
2017,37,sysselsatt,316096,316096,0602
2017,21,sysselsatt,,,0106
2017,57,sysselsatt,734224,734224,5001
2017,-8,utdanning,,,
2017,49,ufor,99372,645919,0602
2017,4,utdanning,,,5052
2017,43,sysselsatt,328680,328680,0301
2017,29,sysselsatt,736032,736032,0301
2017,12,utdanning,,,1923
2017,39,sysselsatt,506585,506585,0710
2017,20,sysselsatt,879528,879528,0710
2017,39,sysselsatt,283971,283971,0104
2017,46,sysselsatt,673851,673851,1001
2017,66,pensjonist,,772750,0438
2017,45,sysselsatt,1958578,1958578,0436
2017,28,sysselsatt,319948,319948,1242
2017,41,sysselsatt,445528,445528,0230
2017,65,sysselsatt,442387,442387,0938
2017,6,utdanning,,,0602
2017,4,utdanning,,,5001
2017,53,sysselsatt,998673,998673,0428
2017,37,sysselsatt,232763,232763,1235
2017,53,sysselsatt,1248495,1248495,1247
2017,50,sysselsatt,932995,932995,1106
2017,36,sysselsatt,989254,989254,0403
2017,33,sysselsatt,553061,553061,1201
2017,29,sysselsatt,126310,126310,0301
2017,69,pensjonist,,208874,0220
2017,66,ufor,24458,386781,0106
2017,-8,utdanning,,,
2017,56,sysselsatt,564942,564942,1429
2017,24,arbeidsledig,84306,485080,0403
2017,12,utdanning,,,1103
2017,26,sysselsatt,781334,781334,0622
2017,36,ufor,24863,630184,0301
2017,41,sysselsatt,909066,909066,0301
2017,22,sysselsatt,1333998,1333998,1260
2017,34,sysselsatt,673523,673523,0106
2017,25,sysselsatt,431190,431190,0941
2017,-4,utdanning,,,
2017,44,sysselsatt,388293,388293,1021
2017,14,utdanning,,,1201
2017,26,sysselsatt,1980300,1980300,0301
2017,-8,utdanning,,,
2017,2,utdanning,,,0712
2017,34,sysselsatt,639481,639481,5037
2017,37,sysselsatt,486975,486975,5001
2017,47,sysselsatt,802718,802718,0301
2017,3,utdanning,,,1416
2017,10,utdanning,,,1234
2017,6,utdanning,,,1223
2017,31,sysselsatt,628917,628917,5044
2017,16,utdanning,,,1021
2017,49,sysselsatt,1548681,1548681,1940
2017,41,sysselsatt,3676801,3676801,0620
2017,53,sysselsatt,479817,479817,0216
2017,49,sysselsatt,874117,874117,0104
2017,22,arbeidsledig,155131,155131,0439
2017,74,pensjonist,,,5011
2017,54,sysselsatt,2393321,2393321,0301
2017,11,utdanning,,,1866
2017,19,utdanning,,,0412
2017,13,utdanning,86057,86057,5050
2017,43,ufor,19721,361602,0301
2017,5,utdanning,,,0602
2017,-8,utdanning,,,
2017,38,sysselsatt,375962,375962,1931
2017,36,sysselsatt,508183,508183,0301
2017,4,utdanning,,,0805
2017,24,sysselsatt,,,1106
2017,7,utdanning,,,1201
2017,19,utdanning,,,0235
2017,14,utdanning,,,0301
2017,34,sysselsatt,808178,808178,0226
2017,62,pensjonist,,351049,0301
2017,67,pensjonist,,334886,0935
2017,53,ufor,85832,1145147,1920
2017,39,ufor,13941,575972,1134
2017,17,utdanning,,,1142
2017,64,sysselsatt,953673,953673,5001
2017,1,utdanning,,,0228
2017,-8,utdanning,,,
2017,53,sysselsatt,1373688,1373688,0710
2017,28,sysselsatt,792605,792605,1245
2017,7,utdanning,,,0106
2017,51,sysselsatt,2486575,2486575,1001
2017,62,sysselsatt,646337,646337,0403
2017,30,sysselsatt,847669,847669,0230
2017,25,sysselsatt,1364075,1364075,1246
2017,19,utdanning,,,0622
2017,17,utdanning,,,1546
2017,3,utdanning,,,0301
2017,34,sysselsatt,235953,235953,1851
2017,66,ufor,21132,415062,0906
2017,27,sysselsatt,182139,182139,1523
2017,58,sysselsatt,1209900,1209900,0301
2017,55,sysselsatt,1554271,1554271,1822
2017,-8,utdanning,,,
2017,36,sysselsatt,496929,496929,1201
2017,52,sysselsatt,532510,532510,1029
2017,-8,utdanning,,,
2017,37,sysselsatt,946474,946474,1103
2017,0,utdanning,,,0301
2017,14,utdanning,,,0301
2017,9,utdanning,,,1902
2017,53,sysselsatt,664670,664670,1001
2017,53,sysselsatt,384652,384652,1438
2017,-2,utdanning,,,
2017,31,sysselsatt,1036696,1036696,0301
2017,26,sysselsatt,349634,349634,1927
2017,48,sysselsatt,1250550,1250550,0814
2017,0,utdanning,,,0213
2017,28,sysselsatt,299974,299974,0434
2017,10,utdanning,,,0502
2017,45,sysselsatt,752382,752382,0602
2017,55,sysselsatt,949199,949199,1804
2017,23,sysselsatt,,,1866
2017,56,sysselsatt,1493004,1493004,0111
2017,-8,utdanning,,,
2017,45,arbeidsledig,131140,554049,0704
2017,34,sysselsatt,486634,486634,0226
2017,34,sysselsatt,389911,389911,5036
2017,11,utdanning,,,0806
2017,37,sysselsatt,805542,805542,0301
2017,38,sysselsatt,747932,747932,0226
2017,46,sysselsatt,612928,612928,0220
2017,6,utdanning,,,0301
2017,3,utdanning,,,1247
2017,22,sysselsatt,563624,563624,1433
2017,26,sysselsatt,815804,815804,0214
2017,18,utdanning,,,1001
2017,17,utdanning,,,1428
2017,26,sysselsatt,852700,852700,0104
2017,70,pensjonist,,448295,1866
2017,46,sysselsatt,1168031,1168031,5036
2017,34,sysselsatt,885402,885402,1504
2017,34,sysselsatt,1086990,1086990,0710
2017,38,sysselsatt,737648,737648,0420
2017,13,utdanning,,,1201
2017,51,sysselsatt,937930,937930,0213
2017,37,sysselsatt,516093,516093,0237
2017,22,sysselsatt,611482,611482,0231
2017,33,sysselsatt,211067,211067,0704
2017,32,sysselsatt,238820,238820,0519
2017,-8,utdanning,,,
2017,63,sysselsatt,429722,429722,1933
2017,18,utdanning,38705,38705,0805
2017,74,pensjonist,,,1201
2017,2,utdanning,,,0213
2017,7,utdanning,,,0220
2017,18,utdanning,,,1411
2017,26,sysselsatt,785985,785985,0704
2017,19,utdanning,28797,28797,5046
2017,45,sysselsatt,708404,708404,1401
2017,48,sysselsatt,901053,901053,0135
2017,23,sysselsatt,690067,690067,1222
2017,5,utdanning,,,1103
2017,31,sysselsatt,960129,960129,1837
2017,15,utdanning,,,5001
2017,58,sysselsatt,1022304,1022304,0301
2017,67,sysselsatt,574567,574567,1201
2017,23,sysselsatt,,,1141
2017,53,sysselsatt,636638,636638,0806
2017,31,sysselsatt,1563595,1563595,0301
2017,14,utdanning,131256,131256,1917
2017,6,utdanning,,,0704
2017,14,utdanning,,,0105
2017,15,utdanning,,,0806
2017,4,utdanning,,,1246
2017,22,sysselsatt,489221,489221,1001
2017,63,sysselsatt,500801,500801,0715
2017,15,utdanning,,,1804
2017,46,sysselsatt,419612,419612,5041
2017,43,sysselsatt,348811,348811,0423
2017,32,sysselsatt,1645074,1645074,0415
2017,29,sysselsatt,560227,560227,0624
2017,49,sysselsatt,1101970,1101970,1253
2017,77,pensjonist,,,1253
2017,35,sysselsatt,970478,970478,0301
2017,50,arbeidsledig,123265,1223287,1804
2017,45,sysselsatt,228270,228270,1816
2017,51,sysselsatt,1507434,1507434,0235
2017,28,sysselsatt,419092,419092,1529
2017,36,sysselsatt,322984,322984,1201
2017,26,sysselsatt,263916,263916,1259
2017,12,utdanning,,,0529
2017,65,sysselsatt,3092936,3092936,1263
2017,39,sysselsatt,449636,449636,1106
2017,56,sysselsatt,1647509,1647509,0301
2017,11,utdanning,,,1504
2017,33,sysselsatt,1789648,1789648,5001
2017,20,utdanning,,,0605
2017,43,sysselsatt,1007658,1007658,0712
2017,28,sysselsatt,591735,591735,0106
2017,24,sysselsatt,467348,467348,0425
2017,22,sysselsatt,333395,333395,1940
2017,23,sysselsatt,816567,816567,0301
2017,20,utdanning,,,0301
2017,18,utdanning,19539,19539,0806
2017,12,utdanning,,,5001
2017,11,utdanning,,,0621
2017,32,sysselsatt,967412,967412,0426
2017,39,sysselsatt,491489,491489,5014
2017,49,sysselsatt,1242809,1242809,1421
2017,39,sysselsatt,376790,376790,1902
2017,35,sysselsatt,665060,665060,5033
2017,49,ufor,93430,607298,0219
2017,3,utdanning,,,0226
2017,22,ufor,21160,137538,5001
2017,31,sysselsatt,174937,174937,1201
2017,26,sysselsatt,571621,571621,0605
2017,29,ufor,71664,655810,1560
2017,11,utdanning,,,0104
2017,59,sysselsatt,277860,277860,0605
2017,28,sysselsatt,570152,570152,1201
2017,35,sysselsatt,465728,465728,5033
2017,78,pensjonist,,,0516
2017,17,utdanning,,,1551
2017,52,sysselsatt,1138282,1138282,0602
2017,14,utdanning,,,1902
2017,41,sysselsatt,1786555,1786555,0213
2017,10,utdanning,,,0226
2017,-3,utdanning,,,
2017,5,utdanning,,,5031
2017,36,sysselsatt,551910,551910,1502
2017,21,sysselsatt,,,0906
2017,-5,utdanning,,,
2017,33,sysselsatt,643125,643125,0301
2017,47,sysselsatt,492102,492102,0215
2017,48,sysselsatt,738935,738935,0301
2017,9,utdanning,,,1146
2017,-2,utdanning,,,
2017,59,sysselsatt,871689,871689,1201
2017,20,sysselsatt,321579,321579,0301
2017,34,sysselsatt,643950,643950,2002
2017,42,sysselsatt,557511,557511,0704
2017,38,sysselsatt,286431,286431,1441
2017,71,pensjonist,,245317,0301
2017,62,sysselsatt,462096,462096,1103
2017,60,sysselsatt,552149,552149,0301
2017,41,sysselsatt,367502,367502,0230
2017,49,sysselsatt,2649241,2649241,0941
2017,50,sysselsatt,339900,339900,5004
2017,38,ufor,21862,313925,1201
2017,27,sysselsatt,500436,500436,1411
2017,68,pensjonist,,261540,0105
2017,67,pensjonist,,399451,0220
2017,19,utdanning,47643,47643,0301
2017,65,sysselsatt,431937,431937,0106
2017,-7,utdanning,,,
2017,24,sysselsatt,,,1149
2017,16,utdanning,,,0219
2017,27,sysselsatt,483313,483313,5001
2017,68,pensjonist,,452812,1238
2017,49,ufor,104052,676338,1504
2017,46,sysselsatt,1357197,1357197,5048
2017,54,sysselsatt,922063,922063,0301
2017,18,utdanning,40630,40630,0602
2017,2,utdanning,,,0226
2017,17,utdanning,,,1902
2017,71,pensjonist,,299120,1029
2017,47,sysselsatt,743109,743109,0906
2017,33,sysselsatt,563278,563278,1551
2017,11,utdanning,,,1144
2017,5,utdanning,,,1825
2017,53,sysselsatt,632471,632471,5050
2017,-8,utdanning,,,
2017,40,sysselsatt,212818,212818,5061
2017,27,sysselsatt,526668,526668,0402
2017,20,sysselsatt,,,0701
2017,2,utdanning,,,0420
2017,47,sysselsatt,941894,941894,0605
2017,43,sysselsatt,297950,297950,0219
2017,51,sysselsatt,1166474,1166474,1201
2017,62,pensjonist,,349270,1233
2017,38,sysselsatt,735690,735690,5001
2017,54,sysselsatt,943811,943811,1940
2017,-5,utdanning,,,
2017,35,sysselsatt,340545,340545,0704
2017,65,sysselsatt,754363,754363,0828
2017,26,sysselsatt,602526,602526,5061
2017,54,sysselsatt,1532234,1532234,0301
2017,72,pensjonist,,,1223
2017,36,sysselsatt,1146886,1146886,0301
2017,62,sysselsatt,422393,422393,1502
2017,27,sysselsatt,455892,455892,5001
2017,57,sysselsatt,2473369,2473369,0301
2017,76,pensjonist,,,5001
2017,8,utdanning,,,0828
2017,50,sysselsatt,529214,529214,0104
2017,60,sysselsatt,1014429,1014429,0135
2017,2,utdanning,,,2020
2017,61,sysselsatt,1790605,1790605,1201
2017,21,sysselsatt,,,1244
2017,34,sysselsatt,584349,584349,0906
2017,19,utdanning,,,0434
2017,20,sysselsatt,,,1804
2017,50,sysselsatt,843460,843460,0230
2017,23,sysselsatt,545599,545599,1834
2017,50,sysselsatt,883888,883888,1103
2017,69,pensjonist,,329861,0811
2017,38,sysselsatt,345249,345249,5038
2017,19,utdanning,53630,53630,1102
2017,74,pensjonist,,,0301
2017,36,sysselsatt,297672,297672,1928
2017,21,sysselsatt,1952861,1952861,1412
2017,-8,utdanning,,,
2017,51,sysselsatt,1819230,1819230,1420
2017,56,ufor,47309,687161,0220
2017,43,sysselsatt,282001,282001,5037
2017,8,utdanning,,,0904
2017,68,pensjonist,,294270,5044
2017,24,sysselsatt,,,1504
2017,21,sysselsatt,890131,890131,0301
2017,51,sysselsatt,1214233,1214233,0301
2017,61,sysselsatt,326449,326449,5001
2017,9,utdanning,,,0929
2017,15,utdanning,,,1001
2017,34,sysselsatt,733900,733900,0301
2017,0,utdanning,,,5001
2017,15,utdanning,,,1247
2017,11,utdanning,,,0906
2017,9,utdanning,,,1001
2017,33,sysselsatt,853175,853175,1902
2017,30,sysselsatt,671760,671760,0602
2017,23,sysselsatt,453427,453427,0214
2017,-3,utdanning,,,
2017,-8,utdanning,,,
2017,26,sysselsatt,778414,778414,1026
2017,70,pensjonist,,167928,0233
2017,47,sysselsatt,508045,508045,0301
2017,44,sysselsatt,629404,629404,0301
2017,40,sysselsatt,475684,475684,0124
2017,21,sysselsatt,546445,546445,0301
2017,19,utdanning,46214,46214,1871
2017,43,arbeidsledig,102729,335794,0426
2017,24,sysselsatt,329466,329466,1554
2017,40,sysselsatt,658332,658332,1532
2017,21,sysselsatt,1339570,1339570,0822
2017,33,sysselsatt,510064,510064,0906
2017,38,sysselsatt,618358,618358,1439
2017,12,utdanning,,,0906
2017,9,utdanning,,,0712
2017,51,sysselsatt,1246936,1246936,0602
2017,22,arbeidsledig,205776,589258,0104
2018,43,sysselsatt,482749,482749,1201
2018,15,utdanning,87993,87993,1001
2018,7,utdanning,,,1401
2018,46,sysselsatt,318432,318432,0710
2018,44,sysselsatt,909534,909534,5001
2018,45,sysselsatt,421387,421387,0427
2018,56,sysselsatt,522067,522067,5028
2018,-5,utdanning,,,
2018,28,sysselsatt,757662,757662,0301
2018,44,sysselsatt,769458,769458,0904
2018,52,ufor,51021,769456,0826
2018,42,sysselsatt,1034626,1034626,5001
2018,66,sysselsatt,893019,893019,1418
2018,34,sysselsatt,411402,411402,1122
2018,40,sysselsatt,420992,420992,0125
2018,60,ufor,19960,510054,1836
2018,66,ufor,23279,375806,0826
2018,14,utdanning,,,0220
2018,42,sysselsatt,976555,976555,0301
2018,38,sysselsatt,417168,417168,0220
2018,5,utdanning,,,0712
2018,29,sysselsatt,1038438,1038438,0226
2018,49,sysselsatt,962972,962972,0710
2018,32,arbeidsledig,101516,415515,0806
2018,76,pensjonist,,,1902
2018,23,arbeidsledig,169496,432054,0542
2018,15,utdanning,,,1102
2018,10,utdanning,,,0904
2018,52,arbeidsledig,215785,759125,0219
2018,11,utdanning,,,1417
2018,10,utdanning,,,0226
2018,65,sysselsatt,532143,532143,0516
2018,39,sysselsatt,588476,588476,0906
2018,57,sysselsatt,926293,926293,1032
2018,5,utdanning,,,0106
2018,58,sysselsatt,1337802,1337802,1201
2018,52,sysselsatt,2805378,2805378,0301
2018,35,sysselsatt,919625,919625,0301
2018,39,ufor,14894,642109,1502
2018,22,sysselsatt,,,1001
2018,13,utdanning,,,0105
2018,25,sysselsatt,574142,574142,1832
2018,59,ufor,15451,455374,0106
2018,44,sysselsatt,296224,296224,1431
2018,34,sysselsatt,729869,729869,0301
2018,17,utdanning,,,0430
2018,39,sysselsatt,1245290,1245290,0821
2018,39,sysselsatt,558423,558423,1911
2018,34,sysselsatt,277798,277798,1902
2018,58,ufor,23096,413565,1201
2018,59,arbeidsledig,145722,512466,0502
2018,52,sysselsatt,1574007,1574007,1920
2018,38,sysselsatt,405414,405414,1201
2018,-7,utdanning,,,
2018,29,sysselsatt,344495,344495,0301
2018,57,arbeidsledig,250419,1029738,2002
2018,47,sysselsatt,728134,728134,0604
2018,39,sysselsatt,449321,449321,1813
2018,65,sysselsatt,192804,192804,1029
2018,28,sysselsatt,802182,802182,1566
2018,11,utdanning,,,1247
2018,-1,utdanning,,,
2018,31,sysselsatt,215322,215322,0301
2018,53,sysselsatt,1026595,1026595,1264
2018,67,pensjonist,,467645,0301
2018,68,pensjonist,,144152,1531
2018,38,sysselsatt,719842,719842,1835
2018,51,sysselsatt,2698954,2698954,1860
2018,44,sysselsatt,533597,533597,0104
2018,19,utdanning,29757,29757,0124
2018,39,sysselsatt,341647,341647,0427
2018,11,utdanning,,,5053
2018,26,sysselsatt,892044,892044,5029
2018,51,sysselsatt,863977,863977,0704
2018,41,sysselsatt,239701,239701,5001
2018,40,sysselsatt,315022,315022,0904
2018,37,arbeidsledig,168405,323442,0217
2018,56,sysselsatt,2845527,2845527,0412
2018,63,sysselsatt,590676,590676,1902
2018,82,pensjonist,,,5026
2018,33,sysselsatt,698486,698486,1432
2018,8,utdanning,,,1201
2018,19,utdanning,45748,45748,1439
2018,67,pensjonist,,369310,0301
2018,59,arbeidsledig,405580,1127172,0911
2018,-2,utdanning,,,
2018,64,pensjonist,,256207,0122
2018,-2,utdanning,,,
2018,38,sysselsatt,348023,348023,1841
2018,52,sysselsatt,2005814,2005814,0230
2018,72,pensjonist,,334098,0219
2018,34,ufor,37934,359825,1445
2018,58,sysselsatt,581615,581615,0906
2018,24,sysselsatt,354648,354648,0301
2018,42,sysselsatt,357381,357381,1421
2018,47,sysselsatt,1121025,1121025,1247
2018,11,utdanning,,,0828
2018,81,pensjonist,,,1939
2018,20,utdanning,26228,26228,1871
2018,35,sysselsatt,339036,339036,1917
2018,20,utdanning,39902,39902,1523
2018,26,sysselsatt,722303,722303,0806
2018,24,sysselsatt,,,0301
2018,46,sysselsatt,803840,803840,0632
2018,45,sysselsatt,351405,351405,0628
2018,67,pensjonist,,251841,0105
2018,28,sysselsatt,757243,757243,1103
2018,26,sysselsatt,594847,594847,1103
2018,66,pensjonist,,579351,1103
2018,33,sysselsatt,340980,340980,1201
2018,20,sysselsatt,,,0301
2018,17,utdanning,,,0104
2018,58,sysselsatt,1220669,1220669,1201
2018,43,sysselsatt,824624,824624,0605
2018,48,sysselsatt,676404,676404,0626
2018,14,utdanning,,,1852
2018,11,utdanning,,,0604
2018,76,pensjonist,,,0713
2018,68,pensjonist,,555840,1103
2018,26,sysselsatt,247565,247565,5001
2018,53,sysselsatt,1532394,1532394,1001
2018,50,sysselsatt,845049,845049,0712
2018,40,sysselsatt,314560,314560,0701
2018,42,sysselsatt,1500880,1500880,0301
2018,-3,utdanning,,,
2018,18,utdanning,,,0301
2018,-1,utdanning,,,
2018,56,ufor,36203,577290,1106
2018,4,utdanning,,,1102
2018,29,sysselsatt,1072807,1072807,1001
2018,29,sysselsatt,360585,360585,1902
2018,24,sysselsatt,504097,504097,1545
2018,20,sysselsatt,567237,567237,0104
2018,10,utdanning,,,0213
2018,30,sysselsatt,335509,335509,0226
2018,60,sysselsatt,301502,301502,0604
2018,38,sysselsatt,490083,490083,1002
2018,46,ufor,55457,878353,1902
2018,41,sysselsatt,1025154,1025154,1818
2018,15,utdanning,,,0301
2018,54,sysselsatt,1568442,1568442,0106
2018,29,arbeidsledig,104323,343867,1253
2018,74,pensjonist,,,1560
2018,63,ufor,31487,600773,0118
2018,41,sysselsatt,599345,599345,0213
2018,37,sysselsatt,270673,270673,1201
2018,-3,utdanning,,,
2018,28,sysselsatt,674563,674563,0520
2018,21,sysselsatt,1002281,1002281,0226
2018,59,sysselsatt,1908607,1908607,0439
2018,38,sysselsatt,885443,885443,0104
2018,72,pensjonist,,1041269,1001
2018,75,pensjonist,,,1201
2018,30,sysselsatt,432410,432410,1103
2018,8,utdanning,,,1201
2018,23,sysselsatt,650765,650765,0220
2018,84,pensjonist,,,0213
2018,39,sysselsatt,748974,748974,0106
2018,65,pensjonist,,235016,5034
2018,47,sysselsatt,665153,665153,0106
2018,68,pensjonist,,398419,0220
2018,33,sysselsatt,366626,366626,0221
2018,26,arbeidsledig,75321,75321,0301
2018,16,utdanning,,,0233
2018,40,sysselsatt,477292,477292,0938
2018,28,sysselsatt,1021888,1021888,0701
2018,14,utdanning,,,1127
2018,45,sysselsatt,1131064,1131064,2004
2018,49,sysselsatt,1071631,1071631,0710
2018,61,ufor,21686,271203,0528
2018,64,sysselsatt,940868,940868,0235
2018,23,sysselsatt,409535,409535,0235
2018,39,sysselsatt,538375,538375,1917
2018,-4,utdanning,,,
2018,46,sysselsatt,639245,639245,0710
2018,1,utdanning,,,0301
2018,-7,utdanning,,,
2018,3,utdanning,,,5001
2018,35,arbeidsledig,113005,497192,1201
2018,40,sysselsatt,431434,431434,1902
2018,-7,utdanning,,,
2018,-7,utdanning,,,
2018,-7,utdanning,,,
2018,40,sysselsatt,479110,479110,0403
2018,30,sysselsatt,549876,549876,0520
2018,38,sysselsatt,457615,457615,0301
2018,37,sysselsatt,1073352,1073352,0301
2018,26,sysselsatt,554432,554432,0301
2018,7,utdanning,,,0432
2018,18,utdanning,,,0301
2018,47,sysselsatt,780260,780260,1103
2018,13,utdanning,,,0235
2018,16,utdanning,,,5027
2018,67,sysselsatt,773399,773399,5053
2018,4,utdanning,,,0914
2018,0,utdanning,,,5019
2018,47,arbeidsledig,239640,560605,0710
2018,45,sysselsatt,902126,902126,1535
2018,40,sysselsatt,599129,599129,0914
2018,23,arbeidsledig,,308928,0602
2018,31,sysselsatt,720551,720551,0834
2018,-7,utdanning,,,
2018,5,utdanning,,,1103
2018,30,sysselsatt,742510,742510,0106
2018,43,sysselsatt,1136634,1136634,0235
2018,57,ufor,14996,938403,1902
